frame,timestamp_s,label,x1,y1,x2,y2,conf
684,22.767,None,254,93,319,319,0.893
685,22.767,chair,0,254,36,319,0.571
686,22.867,None,49,66,139,305,0.910
687,22.867,None,249,84,319,319,0.898
688,22.867,chair,0,254,36,318,0.563
689,22.967,None,49,70,140,305,0.915
690,22.967,None,246,78,319,319,0.909
691,22.967,chair,0,254,36,318,0.557
692,23.067,None,48,72,143,306,0.917
693,23.067,None,244,70,319,319,0.902
694,23.067,chair,0,254,36,318,0.524
695,23.167,None,41,72,149,307,0.909
696,23.167,None,242,63,319,319,0.881
697,23.167,chair,0,254,36,319,0.479
698,23.167,None,267,198,319,319,0.370
699,23.300,None,34,70,152,306,0.889
700,23.300,None,240,56,319,319,0.887
701,23.300,chair,0,254,36,318,0.501
702,23.400,None,238,49,319,319,0.900
703,23.400,None,30,66,152,306,0.892
704,23.400,chair,0,254,36,319,0.580
705,23.500,None,235,43,319,319,0.900
706,23.500,None,28,61,177,306,0.898
707,23.500,chair,0,254,36,319,0.531
708,23.600,None,29,57,179,307,0.922
709,23.600,None,231,36,319,319,0.903
710,23.600,chair,0,254,35,319,0.582
711,23.700,None,30,55,178,308,0.929
712,23.700,None,230,31,320,320,0.897
713,23.700,chair,0,254,35,319,0.550
714,23.700,chair,175,263,212,319,0.350
715,23.833,None,228,8,320,319,0.809
716,23.833,chair,0,254,35,319,0.560
717,23.833,None,32,54,180,204,0.466
718,23.833,None,31,53,181,308,0.414
719,23.833,chair,175,263,211,319,0.405
720,24.000,None,36,54,181,309,0.915
721,24.000,None,225,0,320,318,0.900
722,24.000,chair,0,254,35,319,0.525
723,24.000,chair,174,263,212,319,0.375
724,24.133,None,222,0,319,319,0.924
725,24.133,None,39,56,181,308,0.815
726,24.133,chair,0,254,35,319,0.509
727,24.133,chair,174,263,212,319,0.407
728,24.267,None,220,0,320,317,0.924
729,24.267,None,41,59,180,309,0.546
730,24.267,chair,0,254,35,319,0.508
731,24.267,chair,173,263,213,319,0.390
732,24.267,None,42,59,179,209,0.374
733,24.433,None,220,0,320,318,0.921
734,24.433,None,43,64,179,308,0.631
735,24.433,chair,0,254,35,319,0.522
736,24.433,chair,174,262,213,319,0.372
737,24.567,None,42,68,180,309,0.917
738,24.567,None,219,0,319,318,0.848
739,24.567,chair,0,254,35,319,0.544
740,24.567,chair,174,262,213,319,0.410
741,24.700,None,40,70,182,310,0.937
742,24.700,None,218,0,319,318,0.917
743,24.700,chair,0,254,35,319,0.556
744,24.700,chair,174,262,212,319,0.402
745,24.833,None,37,72,186,310,0.940
746,24.833,None,218,1,319,319,0.888
747,24.833,chair,0,254,36,319,0.561
748,24.833,chair,175,263,212,319,0.423
749,24.967,None,32,73,190,309,0.948
750,24.967,None,218,15,317,319,0.915
751,24.967,chair,0,254,36,319,0.574
752,24.967,chair,175,263,212,319,0.462
753,25.100,None,30,72,192,309,0.948
754,25.100,None,218,37,317,319,0.926
755,25.100,chair,0,254,36,318,0.594
756,25.100,chair,175,263,212,319,0.480
757,25.233,None,218,42,315,319,0.925
758,25.233,None,23,68,194,309,0.920
759,25.233,chair,0,255,36,319,0.632
760,25.233,chair,174,263,212,319,0.484
761,25.367,None,220,46,311,320,0.937
762,25.367,None,20,64,194,309,0.874
763,25.367,chair,0,255,36,319,0.567
764,25.367,chair,175,262,212,319,0.413
765,25.500,None,221,49,309,320,0.933
766,25.500,None,19,60,192,310,0.825
767,25.500,chair,0,255,36,319,0.492
768,25.600,None,217,50,307,319,0.933
769,25.600,None,16,57,186,309,0.887
770,25.600,chair,0,254,36,319,0.498
771,25.700,None,209,49,305,320,0.933
772,25.700,None,24,56,173,309,0.820
773,25.700,chair,0,254,36,319,0.491
774,25.800,None,200,46,305,320,0.938
775,25.800,None,32,57,168,308,0.919
776,25.800,chair,0,254,35,318,0.562
777,25.900,None,39,59,157,307,0.932
778,25.900,chair,0,254,36,318,0.593
779,25.900,None,194,43,301,319,0.500
780,26.000,None,48,61,149,307,0.922
781,26.000,None,191,41,298,318,0.907
782,26.000,chair,0,254,36,318,0.529
783,26.100,None,54,65,144,307,0.919
784,26.100,None,184,39,297,318,0.898
785,26.100,chair,0,254,36,318,0.583
786,26.200,None,60,68,140,308,0.919
787,26.200,None,177,24,296,317,0.892
788,26.200,chair,0,254,36,318,0.584
789,26.300,None,65,70,137,308,0.926
790,26.300,None,176,9,294,317,0.874
791,26.300,chair,0,254,36,318,0.579
792,26.400,None,69,70,136,308,0.911
793,26.400,None,177,0,293,318,0.892
794,26.400,chair,0,254,35,319,0.549
795,26.500,None,180,0,292,319,0.907
796,26.500,None,70,70,137,308,0.885
797,26.500,chair,0,254,35,319,0.491
798,26.600,None,179,0,292,319,0.901
799,26.600,None,70,68,139,307,0.883
800,26.600,chair,0,254,35,318,0.513
801,26.700,None,70,67,141,308,0.892
802,26.700,None,184,9,293,319,0.852
803,26.700,chair,0,254,36,318,0.527
804,26.800,None,70,66,143,307,0.898
805,26.800,None,201,35,292,320,0.841
806,26.800,chair,0,254,36,318,0.492
807,26.900,None,70,63,144,307,0.887
808,26.900,None,204,69,293,319,0.871
809,26.900,chair,0,254,36,318,0.506
810,27.000,None,72,62,147,307,0.905
811,27.000,None,193,74,296,319,0.836
812,27.000,chair,0,254,36,318,0.492
813,27.100,None,74,61,149,306,0.907
814,27.100,None,187,75,290,319,0.904
815,27.100,chair,0,254,36,318,0.501
816,27.200,None,76,61,151,306,0.915
817,27.200,None,189,75,287,319,0.913
818,27.200,chair,0,254,35,318,0.512
819,27.300,None,78,61,152,306,0.931
820,27.300,chair,0,254,36,318,0.570
821,27.300,None,202,72,286,319,0.568
822,27.400,None,208,68,287,319,0.927
823,27.400,None,79,62,153,307,0.894
824,27.400,chair,0,254,36,319,0.454
825,27.500,None,202,63,287,319,0.920
826,27.500,None,79,63,156,306,0.902
827,27.567,None,194,58,288,319,0.923
828,27.567,None,76,64,157,307,0.918
829,27.567,chair,0,254,35,318,0.408
830,27.667,None,188,54,289,319,0.923
831,27.667,None,72,65,159,307,0.919
832,27.667,chair,0,254,36,319,0.354
833,27.767,None,184,52,292,319,0.927
834,27.767,None,69,65,161,306,0.925
835,27.767,chair,0,254,36,319,0.404
836,27.867,None,181,52,297,320,0.929
837,27.867,None,66,66,164,305,0.926
838,27.867,chair,0,254,36,319,0.470
839,27.967,None,66,65,165,304,0.920
840,27.967,None,183,53,297,319,0.905
841,27.967,chair,0,253,36,318,0.413
842,28.067,None,68,63,167,304,0.916
843,28.067,None,177,53,293,318,0.869
844,28.133,None,72,60,168,305,0.918
845,28.133,None,179,57,292,318,0.896
846,28.133,chair,0,254,35,319,0.451
847,28.233,None,74,59,168,307,0.922
848,28.233,None,188,60,288,320,0.910
849,28.233,chair,0,254,36,319,0.516
850,28.333,None,74,57,168,308,0.923
851,28.333,None,188,63,285,320,0.910
852,28.333,chair,0,254,36,319,0.506
853,28.433,None,74,55,167,308,0.924
854,28.433,None,191,66,279,320,0.907
855,28.433,chair,0,254,36,319,0.454
856,28.533,None,72,53,168,307,0.928
857,28.533,None,192,68,276,320,0.909
858,28.533,chair,0,253,36,319,0.464
859,28.633,None,70,53,167,307,0.928
860,28.633,None,198,72,272,319,0.881
861,28.633,chair,0,254,36,319,0.479
862,28.733,None,69,53,166,307,0.933
863,28.733,None,203,76,272,319,0.895
864,28.733,chair,0,254,35,319,0.502
865,28.833,None,67,54,165,306,0.932
866,28.833,None,204,79,269,320,0.874
867,28.833,chair,0,254,35,319,0.530
868,28.933,None,67,53,163,306,0.928
869,28.933,None,205,79,269,320,0.872
870,28.933,chair,0,254,36,319,0.545
871,29.033,None,65,53,160,306,0.929
872,29.033,None,207,75,272,320,0.889
873,29.033,chair,0,254,37,318,0.523
874,29.133,None,64,53,157,306,0.934
875,29.133,None,206,68,269,318,0.866
876,29.133,chair,0,254,37,318,0.513
877,29.233,None,60,53,155,306,0.935
878,29.233,None,201,61,270,320,0.877
879,29.233,chair,0,254,37,318,0.560
880,29.333,None,58,52,152,307,0.933
881,29.333,None,197,56,277,320,0.897
882,29.333,chair,0,254,37,318,0.563
883,29.433,None,44,53,149,318,0.939
884,29.433,None,193,52,276,320,0.907
885,29.433,chair,0,254,37,318,0.549
886,29.533,None,54,53,146,308,0.920
887,29.533,None,190,49,277,320,0.900
888,29.533,chair,0,253,37,318,0.596
889,29.633,None,53,52,143,306,0.910
890,29.633,None,189,48,265,317,0.516
891,29.633,chair,0,253,37,319,0.452
892,29.733,None,49,52,140,306,0.897
893,29.733,None,188,48,273,269,0.826
894,29.733,chair,0,254,39,319,0.527
895,29.833,None,187,51,275,320,0.919
896,29.833,None,46,51,135,312,0.909
897,29.833,chair,0,253,38,318,0.446
898,29.933,None,188,53,276,320,0.917
899,29.933,None,46,51,131,312,0.906
900,29.933,chair,0,253,38,318,0.480
901,30.033,None,190,57,276,320,0.917
902,30.033,None,45,50,128,310,0.899
903,30.033,chair,0,253,37,319,0.522
904,30.133,None,190,61,279,319,0.916
905,30.133,None,46,48,123,310,0.894
906,30.133,chair,0,254,37,318,0.550
907,30.233,None,190,66,279,320,0.911
908,30.233,None,48,46,122,309,0.888
909,30.233,chair,0,254,38,319,0.517
910,30.333,None,190,69,282,319,0.923
911,30.333,None,42,44,118,313,0.905
912,30.333,chair,0,253,37,319,0.455
913,30.433,None,190,70,280,319,0.926
914,30.433,None,36,43,116,311,0.904
915,30.433,chair,0,253,37,319,0.469
916,30.533,None,188,71,277,319,0.929
917,30.533,None,30,42,113,309,0.913
918,30.533,chair,0,254,37,319,0.407
919,30.633,None,185,69,277,319,0.935
920,30.633,None,24,41,112,310,0.913
921,30.633,chair,0,253,37,319,0.425
922,30.733,None,182,68,278,319,0.924
923,30.733,None,14,41,112,311,0.916
924,30.733,chair,0,253,37,319,0.400
925,30.833,None,173,68,280,319,0.926
926,30.833,None,2,41,111,312,0.925
927,30.833,chair,0,254,36,318,0.367
928,30.933,None,0,41,110,308,0.922
929,30.933,None,160,67,282,318,0.902
930,30.933,chair,0,253,36,319,0.382
931,31.033,None,147,67,284,319,0.929
932,31.033,None,0,40,110,314,0.928
933,31.033,chair,0,253,36,319,0.354
934,31.133,None,140,67,286,319,0.925
935,31.133,None,0,39,110,314,0.904
936,31.133,chair,0,254,35,319,0.397
937,31.233,None,0,38,110,315,0.939
938,31.233,None,128,68,286,319,0.924
939,31.233,chair,0,253,35,319,0.395
940,31.333,None,0,38,109,316,0.934
941,31.333,None,125,69,290,319,0.929
942,31.400,None,116,70,291,319,0.930
943,31.400,None,0,36,109,315,0.927
944,31.467,None,119,72,292,319,0.940
945,31.467,None,0,36,107,318,0.933
946,31.467,chair,0,254,36,319,0.414
947,31.567,None,0,36,106,318,0.932
948,31.567,None,120,74,291,319,0.660
949,31.567,chair,0,254,36,319,0.391
950,31.667,None,0,35,105,319,0.938
951,31.667,None,118,75,290,319,0.928
952,31.667,chair,0,254,36,319,0.359
953,31.767,None,117,75,289,319,0.945
954,31.767,None,0,36,105,316,0.928
955,31.767,chair,0,253,37,319,0.360
956,31.867,None,118,75,288,319,0.942
957,31.867,None,0,35,104,313,0.928
958,31.933,None,0,35,106,319,0.939
959,31.933,None,117,75,285,319,0.936
960,32.000,None,116,73,282,319,0.938
961,32.000,None,0,33,106,318,0.924
962,32.067,None,118,73,282,319,0.934
963,32.067,None,0,31,107,318,0.928
964,32.133,None,118,72,281,319,0.929
965,32.133,None,0,31,107,318,0.929
966,32.200,None,0,29,108,319,0.933
967,32.200,None,116,71,281,319,0.920
968,32.267,None,0,28,108,320,0.935
969,32.267,None,118,70,280,318,0.913
970,32.333,None,0,28,108,319,0.933
971,32.333,None,117,70,279,319,0.926
972,32.400,None,0,27,108,319,0.936
973,32.400,None,118,70,277,319,0.927
974,32.467,None,0,27,108,319,0.938
975,32.467,None,124,70,277,319,0.931
976,32.533,None,0,24,108,318,0.936
977,32.533,None,124,67,275,320,0.925
978,32.600,None,1,20,107,317,0.938
979,32.600,None,126,64,276,320,0.928
980,32.667,None,2,15,107,318,0.934
981,32.667,None,127,67,266,320,0.851
982,32.733,None,3,15,106,318,0.934
983,32.733,None,130,64,263,320,0.913
984,32.800,None,4,13,104,318,0.934
985,32.800,None,135,66,260,319,0.916
986,32.867,None,2,10,103,319,0.937
987,32.867,None,136,68,257,319,0.921
988,32.933,None,2,8,103,319,0.943
989,32.933,None,138,68,255,319,0.925
990,33.000,None,2,6,101,319,0.945
991,33.000,None,139,68,254,319,0.928
992,33.067,None,1,4,100,319,0.947
993,33.067,None,139,66,253,319,0.930
994,33.133,None,0,3,98,319,0.945
995,33.133,None,140,61,252,319,0.929
996,33.200,None,0,2,96,318,0.945
997,33.200,None,140,56,251,319,0.922
998,33.267,None,0,2,94,318,0.946
999,33.267,None,140,48,249,319,0.922
1000,33.333,None,0,1,93,318,0.929
1001,33.333,None,140,42,248,318,0.909
1002,33.400,None,0,0,89,319,0.935
1003,33.400,None,141,36,247,316,0.853
1004,33.467,None,0,0,86,319,0.936
1005,33.467,None,141,32,246,316,0.858
1006,33.533,None,0,0,83,318,0.934
1007,33.533,None,143,29,245,319,0.928
1008,33.600,None,0,1,81,319,0.932
1009,33.600,None,143,27,245,319,0.929
1010,33.667,None,144,28,246,319,0.926
1011,33.667,None,0,5,79,318,0.919
1012,33.733,None,145,30,247,319,0.932
1013,33.733,None,0,6,77,319,0.929
1014,33.800,None,147,32,248,319,0.933
1015,33.800,None,0,4,75,319,0.928
1016,33.867,None,150,35,250,319,0.932
1017,33.867,None,0,3,73,319,0.920
1018,33.933,None,153,37,252,319,0.930
1019,33.933,None,0,1,72,320,0.568
1020,34.000,None,158,38,254,319,0.929
1021,34.000,None,0,0,71,320,0.928
1022,34.067,None,0,0,70,320,0.929
1023,34.067,None,161,38,256,319,0.927
1024,34.133,None,166,39,257,319,0.922
1025,34.133,None,0,0,69,320,0.920
1026,34.200,None,166,39,259,319,0.926
1027,34.200,None,0,0,69,320,0.920
1028,34.267,None,167,39,261,318,0.923
1029,34.267,None,0,0,69,320,0.916
1030,34.333,None,166,39,264,319,0.923
1031,34.333,None,0,0,69,320,0.918
1032,34.400,None,166,40,265,319,0.921
1033,34.400,None,0,0,69,320,0.918
1034,34.467,None,0,0,70,320,0.915
1035,34.467,None,171,46,266,319,0.911
1036,34.533,None,0,0,70,320,0.911
1037,34.533,None,172,51,267,319,0.899
1038,34.600,None,0,0,71,320,0.909
1039,34.600,None,180,63,279,319,0.592
1040,34.667,None,0,0,69,320,0.906
1041,34.667,None,184,63,277,319,0.873
1042,34.733,None,0,0,68,318,0.914
1043,34.733,None,186,62,273,319,0.878
1044,34.800,None,0,0,69,318,0.916
1045,34.800,None,186,62,276,319,0.873
1046,34.867,None,0,0,70,318,0.918
1047,34.867,None,181,61,273,319,0.860
1048,34.933,None,0,0,71,318,0.922
1049,34.933,None,180,62,269,319,0.895
1050,35.000,None,0,1,71,318,0.917
1051,35.000,None,181,61,268,319,0.906
1052,35.067,None,0,1,72,318,0.916
1053,35.067,None,183,61,268,319,0.899
1054,35.133,None,0,2,73,318,0.921
1055,35.133,None,187,60,269,319,0.902
1056,35.200,None,0,4,74,318,0.925
1057,35.200,None,191,60,270,319,0.907
1058,35.267,None,0,6,75,318,0.925
1059,35.267,None,195,60,270,319,0.903
1060,35.333,None,0,8,75,317,0.925
1061,35.333,None,203,60,272,319,0.882
1062,35.400,None,0,10,76,317,0.922
1063,35.400,None,208,62,274,319,0.899
1064,35.467,None,0,12,77,317,0.924
1065,35.467,None,212,64,281,320,0.919
1066,35.533,None,0,14,78,317,0.927
1067,35.533,None,214,64,285,320,0.916
1068,35.600,None,0,16,78,318,0.933
1069,35.600,None,216,66,288,319,0.925
1070,35.667,None,0,17,79,319,0.933
1071,35.667,None,217,68,291,319,0.921
1072,35.733,None,0,19,79,319,0.932
1073,35.733,None,219,68,296,320,0.926
1074,35.800,None,0,19,79,320,0.933
1075,35.800,None,221,68,299,320,0.925
1076,35.867,None,1,20,80,320,0.931
1077,35.867,None,222,68,302,319,0.913
1078,35.933,None,1,21,80,319,0.924
1079,35.933,None,223,67,304,318,0.911
1080,36.000,None,224,66,307,319,0.918
1081,36.000,None,2,22,80,317,0.909
1082,36.067,None,225,65,309,319,0.915
1083,36.067,None,5,22,81,316,0.908
1084,36.133,None,227,65,310,319,0.910
1085,36.133,None,6,23,81,316,0.908
1086,36.200,None,228,65,310,319,0.909
1087,36.200,None,7,23,83,316,0.903
1088,36.267,None,229,64,310,319,0.906
1089,36.267,None,8,24,83,316,0.902
1090,36.333,None,227,64,309,319,0.916
1091,36.333,None,9,24,84,314,0.908
1092,36.400,None,226,63,308,319,0.917
1093,36.400,None,11,24,84,316,0.906
1094,36.467,None,226,63,306,319,0.924
1095,36.467,None,13,24,84,315,0.912
1096,36.533,None,228,62,305,319,0.930
1097,36.533,None,13,24,85,318,0.920
1098,36.600,None,228,61,304,319,0.932
1099,36.600,None,13,23,86,313,0.929
1100,36.667,None,230,60,304,319,0.930
1101,36.667,None,14,23,86,317,0.788
1102,36.667,None,14,23,86,318,0.443
1103,36.767,None,231,59,305,319,0.930
1104,36.767,None,15,23,87,315,0.870
1105,36.833,None,233,57,307,319,0.919
1106,36.833,None,15,23,88,312,0.890
1107,36.900,None,233,55,308,320,0.920
1108,36.900,None,16,23,90,314,0.897
1109,36.967,None,233,53,311,320,0.913
1110,36.967,None,16,23,91,313,0.880
1111,37.033,None,233,52,314,319,0.908
1112,37.033,None,17,23,92,313,0.897
1113,37.100,None,234,50,316,319,0.893
1114,37.100,None,18,23,92,313,0.888
1115,37.100,chair,0,255,32,319,0.404
1116,37.200,None,243,49,319,319,0.883
1117,37.200,None,20,23,93,313,0.845
1118,37.200,chair,0,255,32,319,0.410
1119,37.300,None,247,47,319,319,0.904
1120,37.300,None,21,23,94,311,0.874
1121,37.367,None,248,46,319,319,0.899
1122,37.367,None,22,23,94,311,0.881
1123,37.433,None,250,45,319,320,0.913
1124,37.433,None,23,23,95,311,0.881
1125,37.500,None,251,44,319,320,0.913
1126,37.500,None,24,25,96,312,0.891
1127,37.500,chair,0,254,33,319,0.415
1128,37.600,None,252,43,319,320,0.915
1129,37.600,None,25,25,97,312,0.907
1130,37.600,chair,0,254,34,319,0.456
1131,37.700,None,253,42,319,320,0.918
1132,37.700,None,27,27,97,313,0.902
1133,37.700,chair,0,254,34,319,0.428
1134,37.800,None,253,40,319,320,0.920
1135,37.800,None,28,29,99,314,0.902
1136,37.800,chair,0,254,34,319,0.481
1137,37.900,None,253,40,319,320,0.917
1138,37.900,None,30,31,99,314,0.904
1139,37.900,chair,0,254,35,319,0.387
1140,38.000,None,253,39,319,320,0.917
1141,38.000,None,31,32,98,312,0.904
1142,38.000,chair,0,254,35,319,0.406
1143,38.100,None,253,38,319,320,0.917
1144,38.100,None,32,35,98,315,0.904
1145,38.100,chair,0,254,36,319,0.352
1146,38.200,None,254,38,319,320,0.918
1147,38.200,None,32,38,97,312,0.900
1148,38.200,chair,0,254,37,319,0.387
1149,38.300,None,253,38,319,320,0.916
1150,38.300,None,33,40,97,311,0.899
1151,38.300,chair,0,253,37,319,0.390
1152,38.400,None,254,37,319,319,0.914
1153,38.400,None,34,44,95,316,0.888
1154,38.467,None,254,37,319,319,0.915
1155,38.467,None,35,48,95,314,0.885
1156,38.467,chair,0,254,37,319,0.377
1157,38.567,None,254,37,319,319,0.915
1158,38.567,None,36,51,96,316,0.887
1159,38.633,None,254,37,319,320,0.916
1160,38.633,None,37,53,97,313,0.878
1161,38.633,chair,0,254,37,319,0.490
1162,38.733,None,254,37,319,320,0.916
1163,38.733,None,38,56,99,307,0.850
1164,38.733,chair,0,254,38,319,0.444
1165,38.833,None,254,38,319,319,0.917
1166,38.833,None,39,58,101,306,0.800
1167,38.833,chair,0,254,38,319,0.487
1168,38.933,None,253,38,319,319,0.919
1169,38.933,None,40,60,102,310,0.745
1170,38.933,chair,0,254,38,319,0.419
1171,39.033,None,253,38,319,320,0.919
1172,39.033,None,41,61,104,309,0.643
1173,39.033,chair,0,254,37,319,0.420
1174,39.133,None,253,39,319,320,0.919
1175,39.133,None,41,63,104,311,0.854
1176,39.133,chair,0,254,37,319,0.499
1177,39.233,None,252,39,319,320,0.917
1178,39.233,None,42,63,105,314,0.861
1179,39.233,chair,0,254,38,319,0.549
1180,39.333,None,252,40,319,320,0.916
1181,39.333,None,44,65,105,305,0.842
1182,39.333,chair,0,254,39,319,0.577
1183,39.433,None,251,41,319,320,0.914
1184,39.433,None,46,65,106,305,0.838
1185,39.433,chair,0,254,38,319,0.576
1186,39.533,None,250,41,319,320,0.915
1187,39.533,None,46,66,106,315,0.874
1188,39.533,chair,0,254,38,319,0.517
1189,39.533,couch,0,254,38,319,0.429
1190,39.667,None,249,43,319,320,0.915
1191,39.667,None,46,66,106,306,0.882
1192,39.667,chair,0,254,38,319,0.576
1193,39.667,couch,0,254,38,319,0.354
1194,39.800,None,248,43,319,320,0.915
1195,39.800,None,46,66,107,313,0.878
1196,39.800,chair,0,254,38,319,0.546
1197,39.800,couch,0,254,38,319,0.378
1198,39.933,None,247,44,319,320,0.914
1199,39.933,None,46,66,108,318,0.883
1200,39.933,chair,0,254,38,319,0.591
1201,40.033,None,245,45,319,320,0.910
1202,40.033,None,47,66,108,315,0.886
1203,40.033,chair,0,254,38,319,0.651
1204,40.133,None,245,46,319,319,0.908
1205,40.133,None,47,66,109,308,0.890
1206,40.133,chair,0,254,38,319,0.666
1207,40.233,None,47,66,111,306,0.897
1208,40.233,None,240,47,319,319,0.893
1209,40.233,chair,0,254,38,319,0.657
1210,40.333,None,48,66,113,307,0.902
1211,40.333,None,238,47,318,319,0.896
1212,40.333,chair,0,254,38,319,0.660
1213,40.433,None,49,66,116,307,0.918
1214,40.433,None,237,48,316,319,0.868
1215,40.433,chair,0,254,38,319,0.617
1216,40.533,None,238,49,316,319,0.866
1217,40.533,None,49,66,119,307,0.852
1218,40.533,chair,0,254,38,319,0.596
1219,40.533,None,49,66,119,307,0.357
1220,40.667,None,50,66,121,306,0.900
1221,40.667,None,240,50,316,319,0.889
1222,40.667,chair,0,255,38,318,0.623
1223,40.767,None,51,65,123,306,0.898
1224,40.767,None,238,50,316,319,0.883
1225,40.767,chair,0,255,38,318,0.598
1226,40.867,None,52,65,126,307,0.900
1227,40.867,None,238,51,315,319,0.879
1228,40.867,chair,0,254,37,318,0.543
1229,40.967,None,54,65,128,308,0.899
1230,40.967,None,236,51,315,319,0.869
1231,40.967,chair,0,254,37,318,0.597
1232,41.067,None,56,64,129,309,0.900
1233,41.067,None,233,52,317,319,0.868
1234,41.067,chair,0,255,37,318,0.610
1235,41.167,None,58,64,130,308,0.900
1236,41.167,None,233,53,318,319,0.884
1237,41.167,chair,0,254,37,318,0.611
1238,41.267,None,60,62,130,309,0.907
1239,41.267,None,232,54,318,319,0.889
1240,41.267,chair,0,254,37,318,0.607
1241,41.367,None,64,61,131,308,0.905
1242,41.367,None,230,55,318,320,0.893
1243,41.367,chair,0,254,37,318,0.627
1244,41.467,None,65,60,131,308,0.902
1245,41.467,None,229,55,318,319,0.899
1246,41.467,chair,0,254,38,318,0.583
1247,41.567,None,229,56,318,319,0.900
1248,41.567,None,67,59,132,308,0.899
1249,41.567,chair,0,254,38,318,0.592
1250,41.667,None,229,56,318,319,0.903
1251,41.667,None,69,59,132,308,0.896
1252,41.667,chair,0,254,38,318,0.573
1253,41.767,None,229,56,319,319,0.903
1254,41.767,None,71,58,132,308,0.887
1255,41.767,chair,0,254,38,318,0.589
1256,41.867,None,229,56,319,319,0.904
1257,41.867,None,73,57,133,307,0.883
1258,41.867,chair,0,254,38,318,0.574
1259,41.967,None,229,56,319,319,0.904
1260,41.967,None,74,57,135,308,0.883
1261,41.967,chair,0,254,38,318,0.588
1262,42.067,None,229,56,319,319,0.906
1263,42.067,None,75,57,142,307,0.880
1264,42.067,chair,0,254,38,318,0.595
